Index,ari,name,verse,title
411,1:93:1,MHB 93:1,". HOM mma yɛmfa ayɛyi, 'nyidzi, 
Mma hɛn nkwagye dzin pa no,
Dza mfesantsen a etwa m' no 
Wɔdze siee Nyame mu no,
Naaso yɛdzi enyigye krɔnkrɔn
Yɛatsea mu yɛatow ndwom ndɛ.","John Mason Neale, 1818-66."
412,1:93:2,MHB 93:2,". Jesus nye dzin a ɔsom hɛn bo,
Dzin a yenntum nnkyerɛ ase; 
Enyigye dzin, enyika dzin,
Aso na akoma dzi dɛw;
Dzin dɛɛdɛw a ɔbor nsusui,
Ɔgye hɛn fi bɔn na hɛll.","John Mason Neale, 1818-66."
413,1:93:3,MHB 93:3,". Ɔyɛ dzin a wɔdze tonton,
Wɔdze tow konyimdzi ndwom,
Dzin a wɔdze bɔ mpaa krɔnkrɔn 
Wɔ awerɛhow bɔnsa yi m',
Dzin a sorfo dze enyidzi
Kotow som enyigye mu.","John Mason Neale, 1818-66."
414,1:93:4,MHB 93:4,". Ɔyɛ Dzin a sɛ wɔbɔ a,
Ɔyɛ dɛw ndwom wɔ asomu;
Nyia ɔdze Dzin yi kotow serɛ 
Nya awerɛkyekye dɛɛdɛw;
Nyia odu ne nyansaa mapa ho n'
Nya sor enyigye n' wɔ ha.","John Mason Neale, 1818-66."
415,1:93:5,MHB 93:5,". Jesus nye Dzin a wɔakrɔn no 
Wɔ edzin nyinara mu;
Sɛ obi ka hɛn a, Dzin yi mu
Yegu tamfo n'enyim ase;
Ɔhyɛ hɔn a wonntum nnantsew,
Efurafo, na mpakye dzen.","John Mason Neale, 1818-66."
416,1:93:6,MHB 93:6,". Dɛm ntsi yɛdze ɔdɔ tonton
Dzin a wodzi no nyi yi;
Jesus krɔnkrɔn, yɛserɛ Wo,
Kyerɛw W' dzin wɔ hɛn mu wɔ ha,
Ama yefi ha fow sor a,
Yɛnye abɔfo aatow ndwom.	  Amen.","John Mason Neale, 1818-66."
417,1:94:1,MHB 94:1,". Eguambaa bi, nkwagye dzin bi, 
Enyidar bi nnyi sor anaa ase,
Fɔdzi nye fɛr ho guansumabew bi nnyi,
Dɛ Wo nkotoo.","Christina Georgina Rossetti, 1830-94."
418,1:94:23,MHB 94:23,". Me gyedzi suar, m' enyidar suar, 
M' akoma ne hia nye no mbusu nko
Na ɔbɔ mu dɛ senaman wɔ mo mu
Kekam' frɛ Wo.
 
. Kaansa muwu a, Ɔwo yɛ nkwa; 
Meyɛ nwim mpo a, mo Wura, dɔ ne gya nye W'
Minnyi etsidaa, minnyi fie biara so
Gyedɛ Woara.","Christina Georgina Rossetti, 1830-94."
419,1:95:1,MHB 95:1,". JESUS, eyɛ Ewia na Kyɛm, 
Kyɛm na Ewia afebɔɔ, 
Innkegyaa dɛ ehyerɛn da, 
Innkegyaa hɛn nweɔn da. 
Sɛ yɛrokɔ a pia hɛn, 
Gye hɛn fi atamfo nsamu.","Horatius Bonar, 1808-89."
420,1:95:2,MHB 95:2,". Jesus, 'yɛ Paanoo na Nsa, 
Paanoo na Nsa afebɔɔ,
Innkegyaa dɛ 'nyɛn hɛn daa,
Na ehyɛ hɛn dzen daa.
Kɔ do ma hɛn sor paanoo, 
Yɛnkɔ do nnom sor n-sa.","Horatius Bonar, 1808-89."
421,1:95:3,MHB 95:3,". Jesus eyɛ Dɔ na Nkwa, 
Nkwa na ɔdɔ afebɔɔ.
Innkegyaa dɛ ikenyan hɛn,
Innkegyaa dɛ edɔ hɛn.
N-kwa na ɔdɔ a yehia nyina
Wɔ Wo mu, wɔ Wo mu ampa.","Horatius Bonar, 1808-89."
422,1:95:4,MHB 95:4,". Jesus yɛ Asomdwee na Dɛw,
Dɛw na Asomdwee afebɔɔ.
Dɛw a ɔmmpa, ɔnnsesa,
Asomdwee a onngyaa hɛn.
Yɛwɔ W' mu dɛw na asomdwee, 
Seseiara na afebɔɔ.","Horatius Bonar, 1808-89."
423,1:95:5,MHB 95:5,". Jesus yɛ Ndwom na Ahoɔdzen,
Ndwom na Ahoɔdzen afebɔɔ.
Ahoɔdzen a ɔnnsa da,
Ndwom a ɔmmbɔ adze da,
Ma ahoɔdzen na ndwom yi
N-hyɛ hɛn dzen daa nyina.","Horatius Bonar, 1808-89."
424,1:96:1,MHB 96:1,". KA enyimnyam edzin nyina, 
Nyansa, dɔ na tum bɔ m'.
Dza adasa nyim no,
Dza ɔda abɔfo do;
Iyinom nyina nntum nnkyerɛ 
Dɛ mbrɛ hɛn Agyenkwa no tse.","Isaac Watts, 1674 -1748"
425,1:96:2,MHB 96:2,". Naaso hɛn Pomfo no
Nam ahobrɛadze kwan
Do na ɔkyerɛ hɛn,
Mbrɛ No sor adom tse;
Me kra dze dɛw na nwanwa hwɛ 
Ɔdɔ a ɔdze dɔ hɛn no!","Isaac Watts, 1674 -1748"
426,1:96:3,MHB 96:3,". Ahyɛmu Ɔbɔfo no,
Ɔaba wɔ honam mu,
Okura anohoba
Na fakyɛ wɔ Ne nsamu;
Wɔhyɛɛ N' fii N'Egya ahengua do
Dɛ ɔnka N'adom nkyerɛ adasa.","Isaac Watts, 1674 -1748"
427,1:96:4,MHB 96:4,". Nyame No Nkɔnhyɛnyi,
M'ano behyira Wo dzin:
Ɔwo na 'dze nkwagye
Enyigyesɛm no bae;
Bɔnfakyɛ ho enyigyesɛm,
Edzii hɛll do; sor wɔ asomdwee.","Isaac Watts, 1674 -1748"
428,1:96:5,MHB 96:5,". Bɛyɛ mo Fotufo,
Mo Nhwɛdo, me Gyefo;
Sar do akwantu yi mu,
Ma membɛn Wo nkyɛn daa:
Mma m'anamɔn mmfom kwan ara da, 
Na memmfa kwan kɔntɔnkye do!","Isaac Watts, 1674 -1748"
429,1:96:6,MHB 96:6,". Mo Guanhwɛfo Ne ndze
Na mepɛ dɛ metse;
N'enyi bɔ mo ho aprɔw,
Kora me No nguankuw mu;
Ɔnyɛn No nguan, 'bɔ hɔn edzin, 
Tur No nguambaa wɔ N'abaw mu.","Isaac Watts, 1674 -1748"
430,1:96:7,MHB 96:7,". Jesus Sɔfopanyin
Dze N' bɔgyaa bɔgyaa bɔɔ afɔr; 
Me tsibowa fɔdzifo
Nnhwehwɛ afɔrbɔ bio;
No bɔgyaa no pataa prɛko, 
Na ɔserɛ ahengua n' enyim.","Isaac Watts, 1674 -1748"
431,1:96:8,MHB 96:8,". Otumfo Ewuradze,
Mo Konyimdzifo, Hen,
Motow W'adom, W'afowa,
Na W'ahempoma ho ndwom;
Ɔwo nye Tumfo, medze m' pɛ 
Tsena Wo nan adze dɛ akowaa.","Isaac Watts, 1674 -1748"
432,1:96:9,MHB 96:9,". Afei ma me kra nsoɛr
Ntsia ɔsɔhwɛfo do:
Me Sahen n' dzi m'enyim,
Ma m' Konyim na ahenkyɛw:
Kɔ w'enyim, mma nnsuro, dzi nyim,
Owu na hɛll siw wo kwan mpo a.","Isaac Watts, 1674 -1748"
433,1:96:10,MHB 96:10,". Sɛ owu ɔnye hɛll,
Na hɔn etumfo nyina
Dze ebufuw kɛse bi
Na enyitan hyia me mpo a,
Christ N'adom na No tum no so
Sen hɔndze ntsi hwee nnkɛyɛ me.","Isaac Watts, 1674 -1748"
434,1:97:1,MHB 97:1,". NYAME Dɔyɛfo,
Gye m'abɔdoma sufrɛ,
Hwɛ Wo kra n'aperdzi no,
Agyenkwa, na onnya etsidaa;
Fa me sesei, fa me koraa,
Ɔwo na iwui maa me.","Charles Wesley, 1707-88."
435,1:97:2,MHB 97:2,". Ɔwo nye nkwa Nsunyiwa,
Minyim, metse nka ndɛ
Wu na bahatɔ mmbɔ m' hu:
Ewɔ mo mu; dza ema n',
Ofifir aber biara,
Kɔ nkwa a onnyiewie mu.","Charles Wesley, 1707-88."
436,1:97:3,MHB 97:3,". Ɔwo nye Guanhwɛfo n',
Merenndan mmfi Wo ho;
Mo Hwɛfo na me Gyafo,
Kɔ do ara hwɛ mo do;
Gya me bɔkɔɔ wɔ Wo nkyɛn,
Tur m' enyigye m' wɔ Wo bo m'.","Charles Wesley, 1707-88."
437,1:97:4,MHB 97:4,". Ɔwo nye m' daa Paanoo;
O Christ, Ɔwo nye m' Tsir;
Ma m' ahoɔdzen na ndzepa,
Emi a meyɛ W'akowaa yi;
Enyɛɛn m', maa me edziban,
Ndzɛmba nyina nyin wɔ Wo mu.","Charles Wesley, 1707-88."
438,1:97:5,MHB 97:5,". Nkɔnhyɛnyi, yi W'Egya
Ne pɛ pa kyerɛ me;
Ɔdasanyi bi nnkasaa
Dɛ Ɔwo a ifi sor yi;
Wɔdze ndze dzendzen tseatea m',
Kumabaa nyina yɛ Wodze.","Charles Wesley, 1707-88."
439,1:97:6,MHB 97:6,". Mo Sɔfoe, mefrɛ Wo,
Wo bɔgyaa gye obiara;
Eguambaa a wokum Wo,
Igyina ahengua n'enyim,
Edze me mpaabɔ nye Ɔwo
Woara Wodze serɛ ma m'.","Charles Wesley, 1707-88."
440,1:97:7,MHB 97:7,". Jesus, eyɛ me Hen,
M'ahoɔdzen nyina fir Wo;
Sɛ Wo nsa kata mo do a,
Woana botum ehwim me?
Menam gyedzi do gyina,
Meyɛ dzen wɔ Wo tum n' mu.","Charles Wesley, 1707-88."
441,1:98:1,MHB 98:1,". ƆWO a ahomgye nyina fir Wo,
Nyame Dɔ a ɔso 'biara do,
Mo mboa na mo guandɔbea nye W',
Meyɛ Wodze a, mowɔ ahotɔ: 
Mifi bɔn, yaw na enyito mu,
Jesus, musuma Wo dzin mu.","Charles Wesley, 1707-88."
442,1:98:2,MHB 98:2,". Wo dzin kɛse no yɛ nkwagye, 
Ɔma me kra sor enyigye;
Ɔma minya awerɛkyekyer,
Asomdwee, dɛw na onnyiewiei dɔ;
Wo dzin a ɔsom bo no ma me
Fakyɛ na krɔnkrɔn na sor.","Charles Wesley, 1707-88."
443,1:98:3,MHB 98:3,". Jesus, eyɛ m'adze nyina;
Me berɛ ne yaw mu ahomgye,
M'akoma a ebubu n'edur,
Ɔko mu na minya asomdwee,
Wɔhyɛ mo do a, ema meserew;
M'enyiwu enyimnyam nye Wo.","Charles Wesley, 1707-88."
444,1:98:4,MHB 98:4,". Me hia mu ema me mbordo,
Me mberɛw mu eyɛ m'ahoɔdzen ,
Mo mpokyerɛ m' ema m' fahodzi;
Satan no sum mu ema m' kan,
Minya dɛw wɔ awerɛhow mu,
Minya nkwa 'wu m', me hɛll dan heaven.","Charles Wesley, 1707-88."
445,1:99:1,MHB 99:1,". Mbrɛ Jesus ne dzin dua yɛ dɛw 
Wɔ gyedzinyi asom' a!
Otu ne ya, yɛ ne yar edur,
Na otu no suro nyina.","John Newton, 1725 -1807"
446,1:99:23456,MHB 99:23456,". Ɔbɔ sunsum a oepira esu, 
Na ɔdwe akoma a ɔahaw,
Edziban ma sunsum a kɔm dze n',
Ahomgye ma fonafo.
 
. Dzin pa! Botan a motow do, 
Me kyɛm na mo sumabew,
M' egyapadze a ɔmmpa da,
Adom na ɔahyɛ n' ma!
 
. Jesus, mo Guanhwɛfo, mo Nua 
Mo Sɔfoe na me Hen,
Mo Wura , mo Nkwa, mo Kwan, m' Ewiei,
Bra bɛgye m' ayɛyi.
 
. Mo mbɔdzembɔ ɔyɛ mberɛw, 
M' akoma yɛ wɔɔwɔw;
Na ber a m' bohu W' dɛ mbrɛ Ɔwo tse n',
M' beyi W' ayɛw dɛ mbrɛ ɔsɛ.
 
. Kɛpem da n' na m' bɛka Wo dɔ no 
Medze nkwahwea tsiabaa 'i;
Na ma Wo nsanku dzin dɛɛdɛw n'
Ɔnhom me kra wɔ wum'.     Amen.","John Newton, 1725 -1807"
447,1:100:1,MHB 100:1,". OBI wɔ hɔ a ɔkyɛn obiara, 
Ɔsɛ dɛ yɛfrɛ N'nyɛnko;
No dɔ kyɛn onua mpo no dɔ, 
Aboɔdzen, wɔnntɔ, onnyi ewiei;
Hɔn a wɔsɔ No dɔ n' hwɛ n', 
Hu dɛ ɔyɛ onnyiewiei dɔ.","John Newton, 1725 -1807"
448,1:100:2,MHB 100:2,". Nyɛnko bɛn na ɔbɛgye hɛn a, 
Nkyɛ obotum ehue no bɔgyaa n'?
Naaso hɛn Jesus wui gyee hɛn; 
Ɔkaa hɛn nye Nyame bɔɔ m';
Iyi, dɔ a onnyi mbanano a;
Jesus yɛ nyɛnko mapa.","John Newton, 1725 -1807"
449,1:100:3,MHB 100:3,". Ber a ɔbaa adasa wiadze no,
Ne dzin nye Abɔn Damfoedu;
Afei ɔwɔ N'enyimnyam mu,
Odzi dɛw wɔ dzin yi mu;
Ɔfrɛ hɛn 'nuamom, ndamfo,
Na ɔhwɛ hɛn ehiadze nyina.","John Newton, 1725 -1807"
450,1:100:4,MHB 100:4,". Nkyɛ hɛn akoma aagow!
Ewuradze, kyerɛ hɛn, yɛndɔ;
Hɛndze, ao, hɛn werɛ fir ntsɛ! 
Nyɛnko bi a yɛwɔ n' sor hɔ a!
Sɛ wɔdze hɛn 'kra ba fie a,
Yɛbɔdɔ Wo dɛ mbrɛ ɔsɛ.","John Newton, 1725 -1807"
451,1:101:1,MHB 101:1,". ABRƐFO ahomgye,
'Werɛhofo dɛw,
Ehufo enyidar,
Ɔhɔho ne fie,
Daa ahoɔdzen,
Mbusu m' guandɔbea,
'Gyenkwa, Nyɛnko.","John Samuel Bewley Monsell, 1811-75."
452,1:101:2,MHB 101:2,". Sundzi a ɔdɔ dze
Ne tsir to do,
Hɔn a woruwu asomdwee,
Ewufo nkwa,
'Hobrɛadzefo kwan,
Ewiei akatua,
'Hotsewfo ahom,
'Gyenkwa, Nyɛnko.","John Samuel Bewley Monsell, 1811-75."
453,1:101:3,MHB 101:3,". Sɛ me nan fintsiw a, 
M'bosu afrɛ W';
Abrɛfo ahenkyɛw,
Ɔsor mbeamudua,
Sɛ me nan fom a,
Bɔ mo ho ban,
Nokwafo, dɔfo,
'Gyenkwa, Nyɛnko.","John Samuel Bewley Monsell, 1811-75."
454,1:101:4,MHB 101:4,". M'bɔbɔ W' dzin akyerɛ,
M'bɛma Wo do,
M'behyira W' mahyɛ W' 'nyam,
M'beyi W' ayɛw;
Mo ndwuma nyina,
Wiadze a onnyi ewiei,
 Meyɛ Wodze daa,
'Gyenkwa, Nyɛnko.","John Samuel Bewley Monsell, 1811-75."
455,1:102:1,MHB 102:1,". BƐKYEBO Dɔ a daa ayɛ ma,
Daa nyina ɔpem kwa,
Wɔkyɛ ma obiara nya bi,
Ɔwɔ hɔ daa, ɔnnsa.","John Greenleaf Whittier, 1807 -92"
456,1:102:2,MHB 102:2,". Hɛn anofamfa bɔ Dzin no,
Dzin no sen edzin nyina;
Ɔdɔ nko na onyim mbrɛ ofi,
Na ɔtse ɔdɔ ase.","John Greenleaf Whittier, 1807 -92"
457,1:102:3,MHB 102:3,". Bi a yɛnnkɔfow akɔ sor,
'Wuradze Christ aba famu;
Yɛhwehwɛ No wɔ bun mu kwa,
Bun biara nnkɛmen No.","John Greenleaf Whittier, 1807 -92"
458,1:102:4,MHB 102:4,". Asomdwee mu enyigye anaa
Bɔn mu awerɛhow,
Odzi N'ankasa ho dase,
Ne dasee wɔ No mu.","John Greenleaf Whittier, 1807 -92"
459,1:102:5,MHB 102:5,". Dɛw mu o, nwen mu o, aber biara 
Ɔyɛ Ɔboafo kɛse;
Gyedzi da ho wɔ N' Olivet, 
Ɔdɔ wɔ N' Galilee.","John Greenleaf Whittier, 1807 -92"
460,1:102:6,MHB 102:6,". N'atar a wɔammpam mu ayarsa n',
Ɔbɛn hɛn yaw mpa mpo;
Yɛper na yɛdze hɛn nsa ka N',
Na yenya ayarsa.","John Greenleaf Whittier, 1807 -92"
461,1:102:7,MHB 102:7,". Yedua No do dze hɛn mpaabɔ, 
Mbofra mpaabɔ mpo koraa;
Dza ewufo ka no berɛww mpo,
Ne dzin ahyɛ mu ma.","John Greenleaf Whittier, 1807 -92"
462,1:102:8,MHB 102:8,". Hɛn nyina hɛn Ewuradze na hɛn Wura,
Mbrɛ hɛn dzin tse biara,
Yedzi W'ekyir, yɛtse Wo frɛ,
Yɛdze W' sɔ hɛn bra hwɛ.","John Greenleaf Whittier, 1807 -92"
463,1:103:1,MHB 103:1,". HƐN nyina hɛn Ewuradze na hɛn Wura,
Mbrɛ hɛn dzin tse biara,
Yedzi W'ekyir, yɛtse Wo frɛ
Yɛdze W' sɔ hɛn bra hwɛ.","John Greenleaf Whittier, 1807 -92"
464,1:103:2,MHB 103:2,". Ibun hɛn atsɛn, Wo krɔnkrɔnyɛ
Bu hɛn akɔndɔ nyina fɔ;
Yinom yɛ ebufuw ma 
Wo dɔ a Ɔtwe hɛn bɛn Wo no.","John Greenleaf Whittier, 1807 -92"
465,1:103:3,MHB 103:3,". Hɛn nsusui nyina da W'enyim;
Da W'enyim adagyaw,
Bɔn a yɛdze esuma nyina
Wo kan no hyerɛn do.","John Greenleaf Whittier, 1807 -92"
466,1:103:4,MHB 103:4,". Yɛyɛ mberɛw, yɛyɛ efurafo mpo a, 
Otwar dɛ egye hɛn som;
Yɛdze hɛn akyɛdze ahorow brɛ W',
Ɔwo nnkɔpow biara.","John Greenleaf Whittier, 1807 -92"
467,1:103:5,MHB 103:5,". Yekwetsir Wo a yɛhwer adze nyina,
Ndwuma nyina yɛ gyan;
Wo mbeamudua no sunsum mpo 
Ɔhyerɛn sen ewia.","John Greenleaf Whittier, 1807 -92"
468,1:103:6,MHB 103:6,". Hɛn Nyɛnko, Nua na hɛn Ewuradze, 
Yensi dɛn yɛnsom Wo?
Nnyɛ dzin, nnyɛ som ho nhyehyɛɛ bi 
Dɛ W'ekyir a yedzi nko.","John Greenleaf Whittier, 1807 -92"
469,1:103:7,MHB 103:7,". Yɛnntse asɛm yie, yemmbu adze yie,
Yɛbɔ mpaa bi na bi;
Ɔwo nye Kan n', Nokwar n' na Kwan, 
Dɛ mbrɛ ɔtse biara.","John Greenleaf Whittier, 1807 -92"
470,1:104:123,MHB 104:123,". Pomfo kɛse, Nyame Eguambaa, 
Yɛdɔ Wo ho n-sɛm;
Ndwom biara nnyi hɔ a ɔyɛ dɛw
Dɛ Wo dzin nwanwa no.
 
. Ber a yɛwɔ wiadze mu yi, 
Jesus nye hɛn nkɔmbɔ:
Na ndzɛmba nyina so sɛɛ a
Jesus bɛyɛ hɛ ndwom.
 
. Da a yɛbɔfora esiarfo 
Wɔ sor man mu noho n'
Yɛbɛkam' yɛatow ndwom dɛɛdɛw,
Na Christ bɛyɛ hɛn ndwom.","John Cennick, 1718-55."
471,1:105:1,MHB 105:1,". JESUS, 'Hyɛse na Ewiei,
Me kra twer Wo nko ara;
Ɔwo pepaa mo bɔn
Dze hyɛɛ W'edwuma ase;
Ibotu m' bɔn ase
Na esi m' pi wɔ ɔdɔ m'.","Charles Wesley, 1707-88."
472,1:105:2,MHB 105:2,". Naaso edwuma n' sa a,
Na mama ahyɛ ase bio:
Emi W'adom dzifo,
Morohwehwɛ W'enyim;
Sɛ mosɔ hwɛ wɔ ha a,
Na muwu a, m'bohu Wo.","Charles Wesley, 1707-88."
473,1:106:1,MHB 106:1,". JESU, Wo ho adwen mpo yɛ dɛw,
Dzin yi ma m'akoma nyina enyi gye;
Naaso sɛ yɛtse Wo nka a,
Ɔyɛ hɛn dɛw sen ewo mpo.","Bernard of Clairvaux, 1091-66."
474,1:106:2,MHB 106:2,". Asɛm yi yɛ dɛw sen ndwom nyina, 
Dzin bi nnyi a nhyira wɔ m' sen no, 
Adwen bi mma hɛn ahotɔ dɛ 
Sorsornyi Jesus Nyame Ba n'.","Bernard of Clairvaux, 1091-66."
475,1:106:3,MHB 106:3,". Jesus mu na merepɛ ahomgye, 
Ber a ogyina m'akoma abow ekyir;
Wiadze ma motow N' abow mu a, 
Mo kɔn dɔ Jesus ma ɔbor do.","Bernard of Clairvaux, 1091-66."
476,1:106:4,MHB 106:4,". Anapa bɔw m' menye Mary
 Kɔhwehwɛ Jesus nda no do;
Mohwehwɛ No ɔdɔ mu a
Medze m'akoma, nnyɛ m'enyi.","Bernard of Clairvaux, 1091-66."
477,1:106:5,MHB 106:5,". Jesus kɔ Nyame Egya Ne nkyɛn, 
Ɔtse sor ahengua no do;
M'akoma so efi mo mu
Dɛ ɔbɛyɛ a ɔnye N' bɛtsena.},","Bernard of Clairvaux, 1091-66."
478,1:106:6,MHB 106:6,". Yedzi Jesus ekyir sesei,
Yɛbɔ mpaa tow ayɛyi ndwom yi
Dɛ ekyir no obehyira hɛn,
Nye No enya sor ahengua n'","Bernard of Clairvaux, 1091-66."
479,1:107:1,MHB 107:1,". O JESUS Ɔhen nwanwanyi!
Konyimdzifo a agye dzin;
Yenntum nnka mbrɛ isi yɛ dɛw,
Dɛw nyina wɔ Wo mu.","Bernard of Clairvaux, 1091-66."
480,1:107:2,MHB 107:2,". Sɛ ehɛn akoma mu a,
Na nokwar hyɛ ase hyerɛn,
Wiadze egyangyandze fi hɔ
Na okenyan Nyame dɔ.","Bernard of Clairvaux, 1091-66."
481,1:107:3,MHB 107:3,". O Jesus, wiadze yi mu kan!
Ɔwo, gya a onndum farbaa,
Esen dɛw a yenyim nyinara
Na dza yɛhwehwɛ nyina.","Bernard of Clairvaux, 1091-66."
482,1:107:4,MHB 107:4,". Jesus, ma obiara mbɔ Wo dzin,
Ntonton W'anwanwa dɔ, 
Na wɔhwehwɛ Wo a, kenyan hɔn 
Ma wɔnhwehwɛ W' mbordo.","Bernard of Clairvaux, 1091-66."
483,1:107:5,MHB 107:5,". Hɛn tɛkyerɛma behyira Wo daa, 
Ma yɛndɔ Wo nkotoo,
Na daa hɛn abrabɔ mu so
Yɛnda Wo su edzi.","Bernard of Clairvaux, 1091-66."
484,1:107:6,MHB 107:6,". Enye hɛn ntsena na ma Wo kan
Nhyerɛn akoma biara m';
Yi hɛn anago sum n' fi hɔ,
Na ma hɛn enyigye.","Bernard of Clairvaux, 1091-66."
485,1:107:7,MHB 107:7,". Jesus, hɛn dɔ na enyigye, 
Egya Ne Ba krɔnkrɔn,
Tum, ayɛyi, 'nyimnyam wɔ Wo,
Mbersantsen, mfesantsen.    Amen.","Bernard of Clairvaux, 1091-66."
486,1:108:1,MHB 108:1,". Jesu, Wo ho adwen nko mpo 
Dze dɛw hyɛ mo mu ma;
Na meba m' bohu W' enyim dze a,
Edɛw no bɔbor do.","Bernard of Clairvaux, 1091-1153."
487,1:108:2,MHB 108:2,". O adasa hɛn Agyenkwa, 
Dzin biara nnto Wodze a
Yɛdze enyigye bɔtow ho ndwom,
Na yɛadwen ho dɔ mu.","Bernard of Clairvaux, 1091-1153."
488,1:108:3,MHB 108:3,". O 'koma bobɔe n' Enyidar, 
Abrɛfo Enyigye,
Iye ma asehwefo na
Hɔn a wɔhwehwɛ Wo.","Bernard of Clairvaux, 1091-1153."
489,1:108:45,MHB 108:45,". Na hɔn a wohu Wo nka dɛn? 
Wonnhu dza wɔnka mpo:
Hɔn a wɔtse Wo dɔ nko ara
Na wonyim ne dɛw no.
 
. Jesu, yɛ hɛn enyigye ndɛ, 
Hɛn ndaamba akatua;
Jesu, yɛ hɛn Enyimnyam ndɛ
Na mfesantsen nyina.    Amen.","Bernard of Clairvaux, 1091-1153."
490,1:109:1,MHB 109:1,". Jesu, 'koma dɔyɛfo hɔn Dɛw, 
Adasa Kan, nkwa Nsunyiwa,
Wiadze mu ndzepa nntum mmee hɛn,
Yɛdze kɔm yɛdan ba Wo hɔ.","Bernard of Clairvaux, 1091-1153."
491,1:109:2,MHB 109:2,". Wo nokwar si pi, ɔnnsakyer; 
Nyia ɔfrɛ Wo n' egye no nkwa;
Iye ma nyia ɔhwehwɛ Wo,
Nyia ohu Wo n' N' adze nyina.","Bernard of Clairvaux, 1091-1153."
492,1:109:345,MHB 109:345,". Yɛsɔ Wo hwɛ, n-kwa Edziban, 
Na hɛn kɔn dɔ yeedzi bi daa;
Yɛnom Wo, n-kwa Esutsen,
Na hɛn kra pɛ ma wɔaahyɛ n' ma.
 
. Hɛn sunsum haahaa hwehwɛ Wo, 
Mbrɛ ɔbra dze hɛn si biara,
Eyaa W' ano hɛn enyi gye,
Yesuo Wom' a siar aka hɛn.
 
. O Jesus, nye hɛn ntsena daa, 
Ma hɛn mber pa na asomdwee;
Yi bɔn no sum nyina wɔ hɔ,
Ma Wo kan no nhyerɛn wiadze.    Amen.","Bernard of Clairvaux, 1091-1153."
493,1:110:1234,MHB 110:1234,". Jesu, me kra no Dɔfo, 
Ma munguan mbɛhyɛ Wo bom',
Ber a esu no repem yi,
Ber a ehum no rutu yi,
Me Gyefo, fa me hunta,
Ma ehum no mbɔ mbɛsen;
Gya me kodu berano,
Ao, ewiei no gye me kra.
 
. Minnyi sumabew biara, 
Me kra twer Wo nkotonoo;
Mma nndan mo nkotonoo nngya,
Suo mo mu, kyekye mo werɛ:
Mo werɛ gyina Wo do,
Mo mboa nyina fir wo hɔ;
Fa W' atsaban kɛse no
Kata m' etsikwa yi do.
 
. Christ, morohwehwɛ Wo nko, 
Minya W' a menya adze nyina,
Ma mo do si, hyɛ me dzen,
Yɛ m' edur na gye me nkwa:
'Wo na eyɛ tseneneenyi,
'Midze, meyɛ brakyewnyi;
Bɔn na ahyɛ emi ma,
Adom ahyɛ wo so ma.
 
. Adom pii wɔ Wo nsam' a 
Ɔkata mo bɔn nyina do;
Ma nkwa nsu no ɔmpem mbra,
San mo ho na fa me sie:
N-kwa Nsunyiwa nye Woara,
Ma membɛsaw bi monnom,
Bra bɛtaa mo 'koma mu,
Taa mu kɔ mfesantsen nyina.  Amen.","Charles Wesley, 1707-88."
494,1:111:1,MHB 111:1,". JESUS, dɛm enyiwa yi nnhun
Wo frɔdɔɔ hyɛnhyɛnn no;
Adwen m' twamutam ayɛ sum ma
Munnhu Wo siar enyim n'.","Ray Palmer, 1808-87."
495,1:111:2,MHB 111:2,". Munntum nnhu Wo, munntum 
        nntse W' nka,
Naaso 'nye m' wɔ hɔ daa;
Asaase nnyi bea papa bi a
Menye Wo bedzi ehyia.","Ray Palmer, 1808-87."
496,1:111:3,MHB 111:3,". Dɛ mbrɛ moso daa a m'enyi nnda,
Ber a 'nyikom aka m' no,
Wo suban hyɛ m'adwen ma araa
Ma me kra nya ahotɔ.","Ray Palmer, 1808-87."
497,1:111:4,MHB 111:4,". Kaansa munnhu Wo ma dɛm ntsi 
Meyɛ aweɔn gyedzi mu a,
Modɔ Wo, m'Ewuradze, m'bɔdɔ W';
Munnhu W', na minyim Wo.","Ray Palmer, 1808-87."
498,1:111:5,MHB 111:5,". Sɛ owu mua adasa enyiwa 'i
Ma m'akoma hianyi da a, 
Twamutam no bɛtsew ma meehu
W'enyimnyam dɛ mbrɛ ɔtse.","Ray Palmer, 1808-87."
499,1:112:1,MHB 112:1,". MIHYIRA Nyame N' Christ;
Motwer Nyame dɔ no;
Na medze ano na akoma krɔnn, 
Gye Agyenkwa n' yɛ medze.","Horatius Bonar, 1808-89."
500,1:112:2,MHB 112:2,". Ne mbeamudua n' tu ekyingye,
Misie ekyingye na suro,
Nye mbusu ho adwen a etsintsim
Nyina wɔ No wumaa n' mu.","Horatius Bonar, 1808-89."
501,1:112:3,MHB 112:3,". Miyi adom Nyame ayɛw;
Motwer N' nokwar, No tum n';
Meyɛ Nedze, ɔyɛ medze,
Nyame, me dɛw, me kan.","Horatius Bonar, 1808-89."
502,1:112:4,MHB 112:4,". Yie nko na ɔwɔ No mu,
Bɔn nko na ɔwɔ mo mu;
Mo bɔn n' mbom twe Ne yie no pue,
Na ɔda ho dɔ me.","Horatius Bonar, 1808-89."
503,1:112:5,MHB 112:5,". Ɔno na ɔgye me nkwa,
Na ɔdze mo bɔn kyɛ m' koraa;
Mo dɔ N', osiandɛ ɔdɔ me,
Ɔtse ase 'i, metse ase.","Horatius Bonar, 1808-89."
