Index,ari,name,verse,title
196,1:22:8,Canticle 22:8,It Is God that girdeth | me with I strength : and | maketh | my way | perfect.,PSALM 18
197,1:23:1,Canticle 23:1,THE heavens declare the | glory of | God : and the firmament | showeth His | handy- | work.,PSALM 19
198,1:23:2,Canticle 23:2,Day unto day | uttereth | speech ! and | night unto | night showeth | knowledge.,PSALM 19
199,1:23:3,Canticle 23:3,There Is no speech nor language-where their | voice is not | heard :,PSALM 19
200,1:23:4,Canticle 23:4,"Their line is gone out through all the earth, and their | words to the | end of the | world. 
In them hath. He set a tabernacle | for the | sun :",PSALM 19
201,1:23:5,Canticle 23:5,"Which Is as a bridegroom coming out of his chamber, and rejoiceth as a | strong man to | run a | race.",PSALM 19
202,1:23:6,Canticle 23:6,"His going forth is from the end of the heaven, and his circuit | unto the | ends of it : and there is nothing | hid from the | heat there- | of.",PSALM 19
203,1:23:7,Canticle 23:7,"The law of the Lord is perfect, con- | verting the | soul : the testimony of the Lord la sure, | making | wise the | simple.",PSALM 19
204,1:23:8,Canticle 23:8,"The statutes of the Lord are right,   re-| joiclng the | heart i the commandment of the Lord is | pure, en- | lightening the | eyes.",PSALM 19
205,1:23:9,Canticle 23:9,"The fear of the Lord is clean, en- | during for | ever : the judgements of the Lord are true and | righteous | alto- | gether.",PSALM 19
206,1:23:10,Canticle 23:10,"More to be desired are they than gold, yea, than | much fine | gold : sweeter also than | honey | and the | honeycomb.",PSALM 19
207,1:23:11,Canticle 23:11,Moreover by them is Thy | servant | warned : and in keeping of them | there is | great re-| ward.,PSALM 19
208,1:23:12,Canticle 23:12,Who can under- | stand his | errors : cleanse Thou | me from | secret | faults.,PSALM 19
209,1:23:13,Canticle 23:13,"Keep back Thy servant also from presumptuous sins; let them not have do- | minion | over me : then shall I be upright, and I shall be 
Innocent | from the | great trans-| gression.",PSALM 19
210,1:24:1,Canticle 24:1,THE Lord hear thee In the | day of | trouble : the name of the | God of | Jacob de- | fend thee;,PSALM 20
211,1:24:2,Canticle 24:2,Send thee | help from the | sanctuary : and | strengthen thee | out of | Zion;,PSALM 20
212,1:24:3,Canticle 24:3,"Remember   all   thy  offerings,and ac- | cept thy burnt | sacrifice;",PSALM 20
213,1:24:4,Canticle 24:4,"Grant  thee  according  to   thine own | heart  and   ful-| fil  all  thy | counsel.

5.We will rejoice in Thy salvation, and in the name of our God we will | set up our banners : the Lord fulfil all | thy pe- | titions.",PSALM 20
214,1:24:6,Canticle 24:6,Now know I that the Lord | saveth His a- | nointed : He will hear him from His holy heaven with the saving | strength of | His right | hand.,PSALM 20
215,1:25:1,Canticle 25:1,THE Lord is my shepherd shall not | want:,PSALM 23
216,1:25:2,Canticle 25:2,He maketh me to lie down m green pastures: He leadethlme be- | side the still | waters.,PSALM 23
217,1:25:3,Canticle 25:3,He re- | storeth my | soul : He leadeth me in the paths of righteousness | for His | name's sake.,PSALM 23
218,1:25:4,Canticle 25:4,"Yea, though I walk through the valley of the shadow of death,  I will | fear no | evil : for Thou art with me :  
Thy rod and Thy | staff they | comfort | me.",PSALM 23
219,1:25:5,Canticle 25:5,Thou preparest a table before me in the presence | of mine | enemies : Thou anointest my head with I oil; my | cup runneth | over.,PSALM 23
220,1:26:1,Canticle 26:1,"THE earth is the Lord's, and the | fullness there-| of : the world, and | they that I dwell there- | in.",PSALM 24
221,1:26:2,Canticle 26:2,For He hath founded it up-| on the | seas : and established | it up-| on the | floods.,PSALM 24
222,1:26:3,Canticle 26:3,Who shall ascend into the | hill of the | Lord : or who shall | stand in His | holy | place?,PSALM 24
223,1:26:4,Canticle 26:4,"He that hath clean hands | and a pure | heart ; who hath not lifted up his soul unto | vanity, nor | sworn de- | ceitf ully.",PSALM 24
224,1:26:5,Canticle 26:5,He shall receive the blessing | from the | Lord : and righteousness from the | God of | his sal- | vation.,PSALM 24
225,1:26:6,Canticle 26:6,"This is the generation of | them that | seek Him : that | seek Thy | face, O | Jacob.",PSALM 24
226,1:26:7,Canticle 26:7,"Lift up your heads, O ye gates; and be ye lift up, ye ever- | lasting | doors : and the King of | glory | shall come | in.",PSALM 24
227,1:26:8,Canticle 26:8,"Who is this | King of | glory? : The Lord strong and | mighty, the Lord | mighty in | battle.",PSALM 24
228,1:26:9,Canticle 26:9,"Lift up your heads, O ye gates; even lift them up, ye ever- | lasting | doors : and the King of | glory | shall come | in.",PSALM 24
229,1:27:1,Canticle 27:1,"THE Lord is my light and my salvation | whom shall I | fear? : the Lord is the strength of my life,  of | whom shall I | be a- | fraid?",PSALM 27
230,1:27:2,Canticle 27:2,"Though an host should encamp against me, my | heart shall not | fear : though war should rise against me, in | this will | I be | confident.",PSALM 27
231,1:27:3,Canticle 27:3,"One thing have I desired of the Lord, that will | I seek | after : that I may dwell in the house of the Lord all the days of my life, to behold the beauty of the Lord, | and to in- | quire in His | temple.",PSALM 27
232,1:27:4,Canticle 27:4,For in the time of trouble He shall hide me in | His pa- | villon : in the secret of His tabernacle shall He hide me; He shall set me | up up- | on a | rock.,PSALM 27
233,1:27:5,Canticle 27:5,"And now shall mine head be lifted up above mine enemies | round a- | bout me : therefore will I offer in His tabernacle sacrifices of Joy; will sing, yea, I will sing | praises | unto the | Lord.",PSALM 27
234,1:27:6,Canticle 27:6,"Hear, O Lord, when I | cry with my | voice : have mercy | also up- | on me, and | answer me.",PSALM 27
235,1:27:7,Canticle 27:7,"When Thou saidst, I Seek ye My | face : my heart said unto Thee, Thy | face, Lord, | will I seek.",PSALM 27
236,1:27:8,Canticle 27:8,"Hide not Thy face far from me; put not Thy servant a- | way in | anger : Thou hast been my help; leave me not, neither forsake me, O | God of | my sal- | vation.",PSALM 27
237,1:27:9,Canticle 27:9,When my father and my | mother for- | sake me : then the | Lord will | take me | up.,PSALM 27
238,1:27:10,Canticle 27:10,"Teach me Thy | way, O | Lord : and lead me in a | plain path, be- | cause of mine | enemies.",PSALM 27
239,1:27:11,Canticle 27:11,"Deliver me not over unto the | will of mine | enemies : for false wit-nesses are risen up against me, and | such as | breathe out | cruelty.",PSALM 27
240,1:27:12,Canticle 27:12,"I had fainted, unless I had believed to see the goodness of the Lord in the | land of the | living.",PSALM 27
241,1:28:1,Canticle 28:1,"I WILL extol Thee,  O Lord; v for Thou hast | lifted me | up :and hast not made my | foes to re-| joice over | me.",PSALM 30
242,1:28:2,Canticle 28:2,"O Lord my God, I cried unto | Thee : and | Thou hast | healed | me.",PSALM 30
243,1:28:3,Canticle 28:3,"O Lord, Thou hast brought up my | soul from the | grave : Thou hast kept me alive, that I should | not go | down to the | pit.",PSALM 30
244,1:28:4,Canticle 28:4,"Sing unto the Lord, O ye | saints of | His : and give thanks at the re-| membrance | of His | holiness.",PSALM 30
245,1:28:5,Canticle 28:5,"For His anger endureth but a moment ; v  in His | favour  is | life : weeping may endure for a night, but | Joy cometh | in the | morning.",PSALM 30
246,1:28:6,Canticle 28:6,And  in my  prosperity I  said I shall | never be | moved :,PSALM 30
247,1:28:7,Canticle 28:7,"Lord, by Thy favour Thou hast made my mountain to stand strong : v Thou didst hide Thy | face,and I was | troubled.",PSALM 30
248,1:28:8,Canticle 28:8,"I cried to | Thee, O | Lord : and unto the Lord | I made | suppli-| cation.",PSALM 30
249,1:28:9,Canticle 28:9,"What profit is there in my blood, when I go | down to the | pit : Shall the dust praise Thee? | Shall it de- | clare Thy | truth?",PSALM 30
250,1:28:10,Canticle 28:10,"Hear, O Lord, and have mercy upon me: v Lord, be | Thou my | helper.",PSALM 30
251,1:28:11,Canticle 28:11,Thou hast turned for me my | -mourning | into | dancing :,PSALM 30
252,1:29:1,Canticle 29:1,I WILL  bless the | Lord  at | all times : His praise shall con- | tinually be | in my | mouth.,PSALM 34
253,1:29:2,Canticle 29:2,"My soul shall make her | boast in the | Lord : the humble shall | hear thereof, | and be | glad.",PSALM 34
254,1:29:3,Canticle 29:3,O magnify the | Lord with | me : and let us ex-| alt His | name to- | gether.,PSALM 34
255,1:29:4,Canticle 29:4,"I sought the | Lord, and He | heard me : and de- | livered me from | all my | fears.",PSALM 34
256,1:29:5,Canticle 29:5,"They looked unto | Him, and were | lightened : and their | faces were | not a- | shamed.",PSALM 34
257,1:29:6,Canticle 29:6,"This poor man cried, | and the Lord | heard him : and saved him | out of | all his | troubles.",PSALM 34
258,1:29:7,Canticle 29:7,"The angel | of the | Lord : en-campeth  round  about them that | fear Him, | and de- | livereth them.",PSALM 34
259,1:29:8,Canticle 29:8,O taste and see that the | Lord is | good : blessed is the | man that | trusteth in | Him.,PSALM 34
260,1:29:9,Canticle 29:9,"O fear the Lord, | ye His | saints : for there is no | want to | them that | fear Him.",PSALM 34
261,1:29:10,Canticle 29:10,"The young lions do lack, and | suffer | hunger : but they that seek the Lord | shall not want I any good I thing.",PSALM 34
262,1:29:11,Canticle 29:11,"Come, ye children, hearken I unto | me : I will | teach you the | fear of the | Lord.",PSALM 34
263,1:29:12,Canticle 29:12,What man is he that de- | sireth | life : and loveth many | days that | he may see | good?,PSALM 34
264,1:29:13,Canticle 29:13,Keep thy | tongue from | evil : and thy | lips from | speaking pguile.,PSALM 34
265,1:29:14,Canticle 29:14,"Depart from evil, | and do | good : seek | peace, | and pur- | sue it.",PSALM 34
266,1:29:15,Canticle 29:15,The eyes of the Lord are up- | on the | righteous : and His ears are | open | unto their | cry.,PSALM 34
267,1:29:16,Canticle 29:16,The face of the Lord is against | them that do | evil : to cut off the re- | membrance of | them from the | earth.,PSALM 34
268,1:29:17,Canticle 29:17,"The righteous cry, | and the Lord | heareth : and dellvereth them | out of | all their | troubles.",PSALM 34
269,1:29:18,Canticle 29:18,The Lord is nigh unto them that are of a | broken | heart : and saveth such as | be of a | contrite | spirit.,PSALM 34
270,1:29:19,Canticle 29:19,Many are the afflictions | of the | righteous : but the Lord de- | livereth Him | out of them | all.,PSALM 34
271,1:29:20,Canticle 29:20,He keepeth  all his | bones s not | one of | them is | broken.,PSALM 34
272,1:29:21,Canticle 29:21,Evil shall | slay the | wicked : and they that hate the | righteous | shall be | desolate.,PSALM 34
273,1:30:1,Canticle 30:1,"THY mercy, O Lord is | in the | heavens  : and Thy faithfulness I reacneth | unto the | clouds.",PSALM 36
274,1:30:2,Canticle 30:2,"Thy righteousness is | like the great | mountains; Thy judgements are a great deep: v O Lord, Thou pre- | servest | man and | beast.",PSALM 36
275,1:30:3,Canticle 30:3,"How excellent is Thy loving | kindness, O | God | : therefore the children of men put their trust under the | shadow | of Thy | wings.",PSALM 36
276,1:30:4,Canticle 30:4,They shall be abundantly satis-fled with the fatness | of Thy | house : and Thou shalt make them drink of the | river | of Thy | pleasures.,PSALM 36
277,1:30:5,Canticle 30:5,For with Thee is the | fountain of | life : in Thy | light shall | we see | light.,PSALM 36
278,1:31:1,Canticle 31:1,"I WAITED   patiently | for  the |Lord : and He inclined unto | me, and | heard my | cry.",PSALM 40
279,1:31:2,Canticle 31:2,"He brought me up also out of an horrible pit, out of the [ miry | clay : and set my feet upon a | rock, and es- | tablished my | goings.",PSALM 40
280,1:31:3,Canticle 31:3,"And He hath put a new song in my mouth, even praise | unto our | God : many shall see it, and | fear, and shall | trust in the | Lord.",PSALM 40
281,1:31:4,Canticle 31:4,"Blessed is that man that maketh the | Lord his | trust : and respecteth not the proud, nor such as | turn a- | side to | lies.",PSALM 40
282,1:31:5,Canticle 31:5,"Many, O Lord my God, are Thy wonderful works which Thou hast done, v and Thy thoughts which | are to | us-ward ;they cannot be reckoned up in order unto Thee: if I would declare and speak of them, they are | more than | can be | numbered.",PSALM 40
283,1:31:6,Canticle 31:6,Sacrifice and offering Thou didst not desire; mine | ears hast Thou | opened : burnt-offering and sin-offering | hast Thou | not re- | quired.,PSALM 40
284,1:31:7,Canticle 31:7,"Then said I, | Lo, I | come : in the volume of the | book it is | written of | me,",PSALM 40
285,1:31:8,Canticle 31:8,"I delight to do Thy will, | O my I God : yea, Thy | law is with- | in my | heart.",PSALM 40
286,1:31:9,Canticle 31:9,"I have preached righteousness in the | great congre- | gation : lo, I have not refrained my | lips, O | Lord, thou | knowest.",PSALM 40
287,1:31:10,Canticle 31:10,I have not hid Thy righteousness within my heart; v I have declared Thy faithfulness and | Thy sal- | vation : I have not concealed Thy loving-kindness and Thy | truth from the | great congre- | gation.,PSALM 40
288,1:32:1,Canticle 32:1,"AS the hart panteth | after, the | water  brooks  :  so  panteth my | soul after | Thee, O | God.",PSALM 42
289,1:32:2,Canticle 32:2,"My soul thirsteth for God, for the | living | God : when shall I | come and ap- | pear before | God?",PSALM 42
290,1:32:3,Canticle 32:3,"My tears have been my meat | day and | night: while they continually | say unto me, | Where is thy | God?",PSALM 42
291,1:32:4,Canticle 32:4,"When I remember these things, I pour out my | soul in | me : for I had gone with the multitude, I went with I them to the  house of | God,With the voice of | Joy and | praise : with a | multi-| tude that kept | holy-day.",PSALM 42
292,1:32:5,Canticle 32:5,"Why art thou cast down, O my soul  v and why art thou dis- | quieted | in me? : hope thou in God, v for I shall yet praise Him for the | help of His | counten- | ance.",PSALM 42
293,1:32:6,Canticle 32:6,Deep calleth unto deep at the | noise of Thy | water-spouts : all Thy waves and Thy | billows | are gone | over me.,PSALM 42
294,1:32:7,Canticle 32:7,"Yet the Lord will command His loving-kindness | in the | day-time : and in the night His song shall be with me, v and my prayer | unto the | God of my | life.",PSALM 42
295,1:32:8,Canticle 32:8,"I will say unto God my rock, v Why hast | Thou for- | gotten me : why go I mourning because of the op- | pression | of the | enemy?",PSALM 42
296,1:32:9,Canticle 32:9,"As with a sword in my bones, mine | enemies re-| proach me : while they say daily | unto me, | Where is thy | God?",PSALM 42
297,1:32:10,Canticle 32:10,"Why art thou cast down, O my soul and why art thou dis- | quieted with- | in me? : hope thou in God, v for I shall yet praise Him, who is the health of my | countenance, | and my | God.",PSALM 42
298,1:32:11,Canticle 32:11,"O send out Thy light and Thy truth | let them | lead me : let them bring me unto Thy holy I hill, and | to Thy | tabernacles.",PSALM 42
299,1:32:12,Canticle 32:12,"Then will I go unto the altar of God, unto God my ex- | ceedlng | joy : yea, upon the harp will I | praise Thee, O | God my | God.",PSALM 42
300,1:33:1,Canticle 33:1,GOD is our | refuge and | strength ; a very | present | help in | trouble.,PSALM 46
301,1:33:2,Canticle 33:2,"Therefore will not we fear, though  the | earth  be  re-| moved : and though the mountains be carried | into the | midst of the | sea;",PSALM 46
302,1:33:3,Canticle 33:3,Though the waters thereof | roar and be | troubled : though the mountains | shake with the | swelling there-| of.,PSALM 46
303,1:33:4,Canticle 33:4,"There is a river, the streams whereof shall make glad the | city of  | God : the holy place of the | tabernacles | of the most | High.",PSALM 46
304,1:33:5,Canticle 33:5,"God is in the midst of her; v she shall | not be I moved : God shall | help her, and | that right | early.",PSALM 46
305,1:33:6,Canticle 33:6,"The heathen raged, the | king¬doms were | moved : He | uttered His | voice, the earth | melted.",PSALM 46
306,1:33:7,Canticle 33:7,The Lord of | hosts is | with us : the God of | Jacob | is our | refuge.,PSALM 46
307,1:33:8,Canticle 33:8,"Come, behold the | works of the | Lord : what desolations He hath | made in the | earth.",PSALM 46
308,1:33:9,Canticle 33:9,"He maketh wars to cease unto the | end of the I earth : He breaketh the bow, and cutteth the spear in sunder; v He burneth the | chariot | in the | fire.",PSALM 46
309,1:33:10,Canticle 33:10,"Be still, and know that I am | God : I will be exalted among the heathen, v  I will be ex- | alted | in the | earth.",PSALM 46
310,1:34:1,Canticle 34:1,"GREAT is the Lord, and greatly | to be | praised : in the city of our God, in the | mountain | of His | holiness.",PSALM 48
311,1:34:2,Canticle 34:2,"Beautiful for situation, the joy of the whole earth, | is mount | Zion : on the sides of the north, the | city | of the great | King.",PSALM 48
312,1:34:3,Canticle 34:3,God is known in her palaces | for' a | refuge:,PSALM 48
313,1:34:4,Canticle 34:4,"As we have heard, so have we seen in the | city of the | Lord of | hosts.",PSALM 48
314,1:34:5,Canticle 34:5,In the | city of our | God : God will es- | tabllsh | It for | ever.,PSALM 48
315,1:34:6,Canticle 34:6,We have thought of Thy | loving- | kindness : O | God in the | midst of Thy | temple.,PSALM 48
316,1:34:7,Canticle 34:7,"According to Thy name, O God, so is Thy praise unto the | ends of the | earth : Thy right | hand is | full of | righteousness.",PSALM 48
317,1:34:8,Canticle 34:8,Let mount | Zion re- | Joice : let the daughters of Judah be | glad be- | cause of Thy | judgements.,PSALM 48
318,1:34:9,Canticle 34:9,"Walk about Zion, and go | round a-| bout her : tell the towers thereof. | Mark ye | well her | bulwarks :",PSALM 48
319,1:34:10,Canticle 34:10,Con- | sider her | palaces : that ye may tell it to the | gener- | ation | following.,PSALM 48
320,1:35:1,Canticle 35:1,"HAVE mercy upon me, O God, according to Thy | loving- | kindness : according unto the multitude of Thy tender mercies | blot out | my trans- | gressions.",PSALM 51
321,1:35:2,Canticle 35:2,Wash me throughly from | mine in- | iquity : and | cleanse me | from my | sin.,PSALM 51
322,1:35:3,Canticle 35:3,For I acknowledge | my trans- | gressions : and my | sin Is | ever be- | fore me.,PSALM 51
323,1:35:4,Canticle 35:4,"Against Thee, v Thee only, have I sinned, and done this | evil in Thy | sight : that Thou mightest be Justified when Thou | speakest, and be | clear when Thou | judgest.",PSALM 51
324,1:35:5,Canticle 35:5,Hide Thy | face from my | sins : and | blot out all 1 mine in- | iquities.,PSALM 51
325,1:35:6,Canticle 35:6,"Create In me a clean | heart, O | God : and re- | new a right | spirit with- | in me.",PSALM 51
326,1:35:7,Canticle 35:7,Cast me not a- | way from Thy | presence : and take not Thy | holy | spirit | from me.,PSALM 51
327,1:35:8,Canticle 35:8,Restore unto me the Joy of | Thy sal- | vation : and up- | hold me with | Thy free | spirit.,PSALM 51
328,1:35:9,Canticle 35:9,Then will I teach trans- | gressors Thy | ways : and sinners shall be con- | verted | unto | Thee.,PSALM 51
329,1:35:10,Canticle 35:10,"Deliver me from blood-guiltiness, O God, v Thou God of | my sal- | vation : and my tongue shall | sing a- | loud of Thy | righteousness.",PSALM 51
330,1:35:11,Canticle 35:11,"O Lord, open | Thou my | lips : and my | mouth shall show | forth Thy | praise.",PSALM 51
331,1:35:12,Canticle 35:12,For Thou desirest not sacrifice | else would I | give it : Thou de- | lightest | not in burnt- | offering.,PSALM 51
332,1:36:1,Canticle 36:1,TRULY my soul | walteth upon |God : from Him | cometh | my sal- | vation.,PSALM 62
333,1:36:2,Canticle 36:2,He only is my rock and | my sal-| vation ; He is my defence; v I shall | not be | greatly | moved.,PSALM 62
334,1:36:3,Canticle 36:3,"How long will ye imagine mischief a- | gainst a | man : ye shall be slain all of you; v as a bowing wall shall ye be, and | as a | tottering | fence.",PSALM 62
335,1:36:4,Canticle 36:4,"They only consult to cast him down from his excellency; they de-| light in | lies : they | bless with their | mouth, but they curse | inwardly.",PSALM 62
336,1:36:5,Canticle 36:5,"My soul, wait thou | only upon | God : for my expect- | ation | is from | Him.",PSALM 62
337,1:36:6,Canticle 36:6,He only is my rock and | my sal-| vation : He is my defence | I shall | not be | moved.,PSALM 62
338,1:36:7,Canticle 36:7,"In God is my salvation | and my | glory : the rock of my strength, and my | refuge, | is in | God.",PSALM 62
339,1:36:8,Canticle 36:8,"Trust in | Him at | all times : ye people, pour out your heart before Him : | God is a | refuge | for us.",PSALM 62
340,1:36:9,Canticle 36:9,"Surely men of low degree are vanity, and men of high degree | are a | lie : to be laid in the balance, they are alto- | gether | lighter than | van-ity.",PSALM 62
341,1:36:10,Canticle 36:10,"Trust not in oppression, and become not | vain in | robbery : if riches increase, | set not your | heart up- | on them.",PSALM 62
342,1:36:11,Canticle 36:11,God hath spoken once; | twice have I | heard this : that power be-| longeth | unto | God.,PSALM 62
343,1:37:1,Canticle 37:1,"O GOD, Thou  art  my God; v early | will I | seek Thee : my soul thirsteth for Thee, my flesh longeth for Thee in a dry and thirsty land, | where no | water | is;",PSALM 63
344,1:37:2,Canticle 37:2,To see Thy | power and Thy | glory : so as I have | seen Thee | in the | sanctuary.,PSALM 63
345,1:37:3,Canticle 37:3,Because Thy loving-kindness is better than life my | lips shall | praise Thee.,PSALM 63
346,1:37:4,Canticle 37:4,Thus will I bless Thee while I live :  v  I will | lift up my | hands in Thy | name.,PSALM 63
347,1:37:5,Canticle 37:5,My soul shall be satisfied as with | marrow and | fatness : and my mouth shall | praise Thee with | joyful | lips :,PSALM 63
348,1:37:6,Canticle 37:6,When I remember Thee up-| on my | bed ; and medi- | tate on Thee | in the night | watches.,PSALM 63
349,1:37:7,Canticle 37:7,Because Thou hast | been my | help : therefore in the shadow of Thy | wings will | I re- | Joice.,PSALM 63
350,1:38:1,Canticle 38:1,"PRAISE  waiteth for Thee,  O | God, in | Sion  : and unto | Thee shall the | vow be per- | formed.",PSALM 65
351,1:38:2,Canticle 38:2,O Thou that | hearest | prayer : unto | Thee shall | all flesh | come.,PSALM 65
352,1:38:3,Canticle 38:3,Iniquities pre- | vail a- | gainst me : as for our transgressions | Thou shalt | purge them a- | way.,PSALM 65
353,1:38:4,Canticle 38:4,"Blessed is the man whom Thou choosest, and causest to approach unto Thee, v  that he may | dwell in Thy | courts : we shall be satisfied with the goodness of Thy house, | even of Thy | holy | temple.",PSALM 65
354,1:38:5,Canticle 38:5,"By terrible things In righteous¬ness wilt Thou answer us,  v  O God of | our sal- | vation : who art the confidence of all the ends of the earth.v and of them that are afar| off up- | on the | sea :",PSALM 65
355,1:38:6,Canticle 38:6,Which  by  His  strength  setteth-fast the mountains being | girded with | power :,PSALM 65
356,1:38:7,Canticle 38:7,"Which stilleth the noise of the seas, the noise of their | waves and the | tumult of the | people.",PSALM 65
357,1:38:8,Canticle 38:8,They also that dwell In the uttermost parts are a- | fraid at Thy | tokens : Thou makest the outgoings of the morning and | evening | to re- | joice.,PSALM 65
358,1:38:9,Canticle 38:9,"Thou visitest the earth, and waterest it: v Thou greatly enrichest it with the river of God, which is | full of | water : Thou preparest them corn, when Thou hast | so pro-| vided | for it.",PSALM 65
359,1:38:10,Canticle 38:10,Thou waterest the ridges there¬of abundantly :  Thou settlest the | furrows there- | of : Thou makest it soft with showers:  v  Thou | blessest the | springing there- | of.,PSALM 65
360,1:38:11,Canticle 38:11,Thou  crownest the year with Thy  goodness and Thy | paths drop | fatness.	|,PSALM 65
361,1:38:12,Canticle 38:12,"They drop upon the pastures of the wilderness, and the little hills re- | joice on | every | side.",PSALM 65
362,1:39:1,Canticle 39:1,"MAKE a joyful noise unto God, | all ye | lands :",PSALM 66
363,1:39:2,Canticle 39:2,Sing   forth  the  honour  of  His name | make His praise | glori- | ous.,PSALM 66
364,1:39:3,Canticle 39:3,"Come and hear, all | ye that fear | God : and  I  will   declare | what He hath | done for my | soul.",PSALM 66
365,1:39:4,Canticle 39:4,"I cried unto Him with my mouth, v and He was ex- | tolled with my | tongue.",PSALM 66
366,1:39:5,Canticle 39:5,If I regard iniquity In my | heart the | Lord will not | hear me.,PSALM 66
367,1:39:6,Canticle 39:6,But verily God hath heard me : v  He hath attended to the | voice of my | prayer.,PSALM 66
368,1:40:1,Canticle 40:1,"GIVE the king Thy Judgements, O God :  and Thy righteousness | unto the king's | son.",PSALM 72
369,1:40:2,Canticle 40:2,He shall judge Thy people with righteousness | and Thy | poor with | Judgement.,PSALM 72
370,1:40:3,Canticle 40:3,"The mountains shall bring | peace to the | people : and the | little | hills, by | righteousness.",PSALM 72
371,1:40:4,Canticle 40:4,"He shall Judge the poor of the people,he shall save the children | of the | needy : and shall | break in | pieces the op- | pressor.",PSALM 72
372,1:40:5,Canticle 40:5,They shall fear Thee as long as the sun and | moon en- | dure : through- | out all gener- | ations,PSALM 72
373,1:40:6,Canticle 40:6,He shall come down like rain up- | on the mown | grass : as | showers that | water the | earth.,PSALM 72
374,1:40:7,Canticle 40:7,In his days shall the j righteous | flourish : and abundance of peace so | long as the | moon en- | dureth.,PSALM 72
375,1:40:8,Canticle 40:8,He shall have dominion also from | sea to | sea : and from the river | unto the | ends of the | earth.,PSALM 72
376,1:40:9,Canticle 40:9,They that dwell In the wilderness shall | bow be- | fore him : and his | enemies shall | lick the | dust.,PSALM 72
377,1:40:10,Canticle 40:10,The kings of Tarshish and of the isles | shall bring | presents : the kings of Sheba and | Seba shall | offer | gifts.,PSALM 72
378,1:40:11,Canticle 40:11,"Yea, all kings shall fall down-before him, all | nations shall | serve him.",PSALM 72
379,1:40:12,Canticle 40:12,"For he shall deliver the needy when he crieth, the poor also, and | him that | hath no | helper.",PSALM 72
380,1:40:13,Canticle 40:13,He shall spare the | poor and | needy : and shall | save the | souls of the | needy.,PSALM 72
381,1:40:14,Canticle 40:14,He shall redeem their soul from de- | celt and | violence : and precious shall their | blood be | in his | sight.,PSALM 72
382,1:40:15,Canticle 40:15,"And he shall live, and to him shall be given of the | gold of | Sheba : prayer also shall be made for him continually; and | daily shall | he be | praised.",PSALM 72
383,1:40:16,Canticle 40:16,"There shall be an handful of corn in the earth upon the top of the mountains, the fruit thereof shall | shake like | Lebanon : and they of the city shall | flourish like | grass of the | earth.",PSALM 72
384,1:40:17,Canticle 40:17,His name shall en- | dure for | ever : his name shall be con- | tlnued as | long as the | sun : And men shall be | blessed in | him : all | nations shall | call him blessed.,PSALM 72
385,1:40:18,Canticle 40:18,"Blessed be the Lord God, the | God of | Israel : who only | doeth | wondrous | things.",PSALM 72
386,1:41:1,Canticle 41:1,TRULY God is | good to | Israel : even to | such as are | of a clean | heart.,PSALM 73
387,1:41:2,Canticle 41:2,"But as for me, my feet were | almost | gone : my | steps had | well-nigh | slipped.",PSALM 73
388,1:41:3,Canticle 41:3,For I was envious | at the | foolish : when I saw the pros- | perity | of the | wicked.,PSALM 73
389,1:41:4,Canticle 41:4,For there are no bands in their death : but their | strength is | Arm.,PSALM 73
390,1:41:5,Canticle 41:5,"They are not In trouble as other men, neither are they | plagued like | other | men.",PSALM 73
391,1:41:6,Canticle 41:6,Therefore pride compasseth them about | as a | chain : violence | cover-eth them | as a | garment.,PSALM 73
392,1:41:7,Canticle 41:7,Verily I have cleansed my | heart in | vain : and | washed my | hands in | innocency.,PSALM 73
393,1:41:8,Canticle 41:8,For all the day long have | I been | plagued : and | chastened | every | morning.,PSALM 73
394,1:41:9,Canticle 41:9,"IF I say, | I  will speaks | thus : behold, I should offend against the gener- | ation | of Thy | children.",PSALM 73
395,1:41:10,Canticle 41:10,When I | thought to | know this : it | was too | painful for | me;,PSALM 73
396,1:41:11,Canticle 41:11,Until I went into the sanctu- | ary of | God : then | understood | I their | end.,PSALM 73
397,1:41:12,Canticle 41:12,Surely Thou didst set them in | slippery | places : Thou castedst them | down in- | to des- | truction.,PSALM 73
398,1:41:13,Canticle 41:13,"How are they brought into desolation, | as in a | moment! : they are | utterly con- | sumed with | terrors.",PSALM 73
399,1:41:14,Canticle 41:14,"As a dream | when one | awak-eth : so, O Lord, when Thou awakest, | Thou shalt des- | pise their | image.",PSALM 73
400,1:41:15,Canticle 41:15,Thus my | heart was | grieved : and | I was pricked | in my | reins.,PSALM 73
401,1:41:16,Canticle 41:16,"So foolish was | I, and | ignorant : I was | as a | beast be- | fore Thee.",PSALM 73
402,1:41:17,Canticle 41:17,Nevertheless I am con- | tinu-ally | with Thee : Thou hast | holden me | by my right | hand.,PSALM 73
403,1:41:18,Canticle 41:18,Thou shalt guide me | with Thy | counsel : and | afterward re- | ceive me to | glory.,PSALM 73
404,1:41:19,Canticle 41:19,Whom have I in | heaven but | Thee? : and there is none upon earth that 11 de- | sire be- | side Thee.,PSALM 73
405,1:41:20,Canticle 41:20,"My | flesh and my heart | faileth : but God is the strength of my | heart, and my | portion for | ever.",PSALM 73
406,1:42:1,Canticle 42:1,"I CRIED   unto   God   with   my voice, even unto | God  with my | voice; and | He gave | ear unto | me.",PSALM 77
407,1:42:2,Canticle 42:2,"In the day of my trouble I | sought the | Lord : my sore ran in the night, and ceased not, my | soul re-| fused to be | comforted.",PSALM 77
